Rowid,STATENAME,ID,DISTRICT,STARTCONG,ENDCONG,CONGRESS,STATE,YEAR,MONTH,PARTY_OF_1,VICTOR,VICTOR_VOT,MARGIN,MARGIN_PER,TOTAL_VOTE,MARGINPERC
226,Indiana,18033040011,11,33,40,39,IN,864,99,605,"STILLWELL, THOMAS F",15623,-2240,-0.077225402,29006,0
227,Oregon,41035052000,0,35,52,39,OR,864,6,605,"HENDERSON, JAMES H D",8759,-2763,-0.187258556,14755,0
228,Maine,23038047001,1,38,47,39,ME,864,99,553,"LYNCH, JOHN",15096,-2528,-0.091382302,27664,0
229,Maine,23038047002,2,38,47,39,ME,864,99,553,"PERHAM, SIDNEY",13030,-4686,-0.219238327,21374,0
230,Maine,23038047003,3,38,47,39,ME,864,99,553,"BLAINE, JAMES G",14055,-4408,-0.185975867,23702,0
231,Maine,23038047004,4,38,47,39,ME,864,99,553,"RICE, JOHN H",11002,-4019,-0.223463998,17985,0
232,Maine,23038047005,5,38,47,39,ME,864,99,553,"PIKE, FREDERICK A",12538,-3522,-0.163403545,21554,0
233,Indiana,18033040002,2,33,40,39,IN,864,99,100,"KERR, MICHAEL C",11407,1793,0.085295657,21021,0
234,Indiana,18033040003,3,33,40,39,IN,864,99,605,"HILL, RALPH",12017,-844,-0.036394998,23190,0
235,Indiana,18033040004,4,33,40,39,IN,864,99,605,"FARQUHAR, JOHN H",10015,-66,-0.003305951,19964,0
236,Tennessee,47039042002,2,39,42,39,TN,865,99,553,"MAYNARD, HORACE",7156,-4813,-0.37583945,12806,0
237,Tennessee,47039042003,3,39,42,39,TN,865,99,553,"STOKES, WILLIAM B",4454,-1905,-0.242737003,7848,0
238,Tennessee,47039042004,4,39,42,39,TN,865,99,112,"COOPER, EDWARD",7684,7460,0.94215711,7918,0
239,Tennessee,47039042006,6,39,42,39,TN,865,99,553,"ARNELL, SAMUEL M",2352,455,0.088178295,5160,0
240,Indiana,18033040005,5,33,40,39,IN,864,99,605,"JULIAN, GEORGE W",13529,-7368,-0.374200102,19690,0
241,Indiana,18033040006,6,33,40,39,IN,864,99,605,"DUMONT, EBENEZER",18886,-7981,-0.267899701,29791,0
242,West Virginia,54038047001,1,38,47,39,WV,864,12,605,"HUBBARD, CHESTER D",7198,-7198,-0.625206289,11513,0
243,West Virginia,54038047002,2,38,47,39,WV,864,12,605,"LATHAM, GEORGE R",5663,-5663,-0.844341733,6707,0
244,Wisconsin,55038042001,1,38,42,39,WI,864,99,200,"PAINE,",13716,-486,-0.018036072,26946,0
245,Wisconsin,55038042002,2,38,42,39,WI,864,99,200,"SLOAN,",15148,-5179,-0.206195007,25117,0
246,Wisconsin,55038042003,3,38,42,39,WI,864,99,200,"COBB,",14342,-5988,-0.263835037,22696,0
247,Wisconsin,55038042004,4,38,42,39,WI,864,99,100,"ELDRIDGE,",15547,4712,0.178606626,26382,0
248,Wisconsin,55038042005,5,38,42,39,WI,864,99,200,"SAWYER,",12576,-3026,-0.13676218,22126,0
249,Wisconsin,55038042006,6,38,42,39,WI,864,99,200,"MCINDOE,",12962,-6126,-0.309425194,19798,0
250,Indiana,18033040007,7,33,40,39,IN,864,99,100,"VOORHEES, DANIEL W",12880,584,0.023196695,25176,0
251,Indiana,18033040008,8,33,40,39,IN,864,99,605,"ORTH, GODLOVE S",13536,-1187,-0.045856674,25885,0
252,Indiana,18033040009,9,33,40,39,IN,864,99,605,"COLFAX, SCHUYLER",16658,-1716,-0.054303797,31600,0
253,Iowa,19038042001,1,38,42,39,IA,864,11,605,"WILSON, JAMES F",16977,-7899,-0.303166379,26055,0
254,Iowa,19038042002,2,38,42,39,IA,864,11,605,"PRICE, HIRAM",16571,-7749,-0.30516284,25393,0
255,Iowa,19038042003,3,38,42,39,IA,864,11,605,"ALLISON, WILLIAM B",16130,-5552,-0.207877789,26708,0
256,Iowa,19038042004,4,38,42,39,IA,864,11,605,"GRINNELL, JOSIAH B",17169,-6550,-0.234741784,27903,0
257,Iowa,19038042005,5,38,42,39,IA,864,11,605,"KASSON, JOHN A",13640,-6536,-0.315079059,20744,0
258,Iowa,19038042006,6,38,42,39,IA,864,11,605,"HUBBARD, ASAHEL W",8455,-5293,-0.455429358,11622,0
259,Kansas,20036042000,0,36,42,39,KS,864,99,200,"CLARKE, SIDNEY",10820,-10820,-0.526982272,20532,0
260,Kentucky,21038042001,1,38,42,39,KY,865,8,112,"TRIMBLE, L S",5749,0,0,9291,0
261,Nebraska,31039046000,0,39,46,39,NE,0,0,0, ,0,0,0,0,0
262,Kentucky,21038042002,2,38,42,39,KY,865,8,112,"RITTER, B C",6974,0,0,12760,0
263,Kentucky,21038042003,3,38,42,39,KY,865,8,112,"GRIDER, HENRY",6528,0,0,11399,0
264,Kentucky,21038042004,4,38,42,39,KY,865,8,112,"HARDING, AARON",9437,0,0,13089,0
265,Kentucky,21038042005,5,38,42,39,KY,865,8,553,"ROUSSEAU, L H",5751,0,0,10628,0
266,Kentucky,21038042006,6,38,42,39,KY,865,8,553,"SMITH, GREEN CLAY",7666,0,0,14088,0
267,Kentucky,21038042007,7,38,42,39,KY,865,8,112,"SHANKLIN, GEORGE H",7624,0,0,11567,0
268,Kentucky,21038042008,8,38,42,39,KY,865,8,553,"RANDELL, WILLIAM H",10634,0,0,14458,0
269,New Jersey,34038042001,1,38,42,39,NJ,864,99,553,"STARR,",12091,-1965,-0.088445785,22217,0
270,New Jersey,34038042002,2,38,42,39,NJ,864,99,553,"NEWELL,",13953,-862,-0.031873983,27044,0
271,New Jersey,34038042003,3,38,42,39,NJ,864,99,100,"SITGREAVES,",16942,16942,0.583764041,29022,0
272,New Jersey,34038042004,4,38,42,39,NJ,864,99,100,"ROGERS,",14059,14059,0.53594846,26232,0
273,New Jersey,34038042005,5,38,42,39,NJ,864,99,100,"WRIGHT,",13390,13390,0.539093325,24838,0
274,Kentucky,21038042009,9,38,42,39,KY,865,8,553,"MCKEE, SAMUEL",8163,0,0,14404,0
275,Rhode Island,44028042001,1,28,42,39,RI,865,99,200,"JENCKES, THOMAS A",5683,-5683,-0.990760112,5736,0
276,Rhode Island,44028042002,2,28,42,39,RI,865,99,200,"DIXON, NATHAN F",2384,-1098,-0.299019608,3672,0
277,Tennessee,47039042005,5,39,42,39,TN,865,99,112,"CAMPBELL, WILLIAM B",6354,4625,0.571128674,8098,0
278,Michigan,26038041002,2,38,41,39,MI,864,99,553,"UPSON, CHARLES",19151,-6613,-0.208677816,31690,0
279,Michigan,26038041003,3,38,41,39,MI,864,99,553,"LONGYEAR, JOHN W",15432,-2674,-0.094852967,28191,0
280,Michigan,26038041004,4,38,41,39,MI,864,99,553,"FERRY, THOMAS W",13428,-4172,-0.183910073,22685,0
281,Michigan,26038041005,5,38,41,39,MI,864,99,553,"TROWBRIDGE, ROWLAND E",12651,-714,-0.029036194,24590,0
282,Michigan,26038041006,6,38,41,39,MI,864,99,553,"DRIGGS, JOHN F",12784,-1618,-0.06755177,23952,0
283,Minnesota,27038042001,1,38,42,39,MN,864,11,605,"WINDOM, WILLIAM",13965,-4873,-0.211345795,23057,0
284,Minnesota,27038042002,2,38,42,39,MN,864,11,605,"DONNELLY, IGNATIUS",10874,-2663,-0.139533665,19085,0
285,Tennessee,47039042007,7,39,42,39,TN,865,99,553,"HAWKINS, ISAAC R",3322,1503,0.292355573,5141,0
286,Nevada,32038041000,0,38,41,39,NV,865,11,553,"ASHLEY, DELOS R",3691,-1476,-0.249873032,5907,0
287,New Hampshire,33033047001,1,33,47,39,NH,865,99,553,"MARSTON, GILMAN",12906,-2716,-0.117596121,23096,0
288,New Hampshire,33033047002,2,33,47,39,NH,865,99,553,"ROLLINS, EDWARD H",10984,-2090,-0.105141362,19878,0
289,New Hampshire,33033047003,3,33,47,39,NH,865,99,553,"PATTERSON, JAMES W",11687,-2588,-0.12450688,20786,0
290,Tennessee,47039042008,8,39,42,39,TN,865,99,112,"LEFTWICH, JOHN W",1673,1073,0.316799528,3387,0
291,Maryland,24038042003,3,38,42,39,MD,864,99,605,"PHELPS, CHARLES E",9313,-7560,-0.683173685,11066,0
292,Massachusetts,25038039010,10,38,39,39,MA,864,11,206,"DAWES, HENRY L",11600,-5285,-0.294954794,17918,0
293,Massachusetts,25038039001,1,38,39,39,MA,864,11,206,"ELIOT, THOMAS D",13687,-10837,-0.655239132,16539,0
294,Massachusetts,25038039002,2,38,39,39,MA,864,11,206,"AMES, OAKES",13591,-13600,-1.001325283,13582,0
295,Massachusetts,25038039003,3,38,39,39,MA,864,11,206,"RICE, ALEXANDER H",9711,-3847,-0.246966682,15577,0
296,Massachusetts,25038039004,4,38,39,39,MA,864,11,206,"HOOPER, SAMUEL",10403,-4918,-0.30942494,15894,0
297,Massachusetts,25038039009,9,38,39,39,MA,864,11,206,"WASHBURN, WILLIAM B",15721,-12146,-0.629456882,19296,0
298,Ohio,39038042010,10,38,42,39,OH,864,99,605,"ASHLEY, JAS M",11732,-827,-0.03653311,22637,0
299,Ohio,39038042011,11,38,42,39,OH,864,99,605,"BUNDY, HENRY S",11581,-3788,-0.195519769,19374,0
300,Ohio,39038042012,12,38,42,39,OH,864,99,100,"FINCK, WILLIAM E",12965,1616,0.066463766,24314,0
301,Ohio,39038042013,13,38,42,39,OH,864,99,605,"DELANO, COLUMBUS",11876,-225,-0.00956348,23527,0
302,Ohio,39038042014,14,38,42,39,OH,864,99,605,"WELKER, MARTIN",12844,-2531,-0.109297405,23157,0
303,Ohio,39038042015,15,38,42,39,OH,864,99,605,"PLANTS, T A",12847,-3283,-0.146490563,22411,0
304,Ohio,39038042016,16,38,42,39,OH,864,99,605,"BINGHAM, JOHN A",12377,-1258,-0.053541028,23496,0
305,Ohio,39038042017,17,38,42,39,OH,864,99,605,"ECKLEY, EPHRAIM R",12758,-4012,-0.18656994,21504,0
306,Ohio,39038042018,18,38,42,39,OH,864,99,605,"SPAULDING, RUFUS P",14472,-7811,-0.369611508,21133,0
307,Ohio,39038042019,19,38,42,39,OH,864,99,605,"GARFIELD, JAS A",18086,-11771,-0.482398262,24401,0
308,Ohio,39038042001,1,38,42,39,OH,864,99,605,"EGGLESTON, BENJAMIN",9893,-2429,-0.139943539,17357,0
309,New York,36038042017,17,38,42,39,NY,864,99,553,"HULBURD, CALVIN T",13183,-7524,-0.399320667,18842,0
310,New York,36038042018,18,38,42,39,NY,864,99,553,"MARVIN, JAMES M",14453,-881,-0.031436218,28025,0
311,New York,36038042019,19,38,42,39,NY,864,99,553,"HUBBARD, DEMAS JR",17067,-2989,-0.095970461,31145,0
312,New York,36038042001,1,38,42,39,NY,864,99,100,"TABER, STEPHEN",12232,12232,0.549629297,22255,0
313,New York,36038042020,20,38,42,39,NY,864,99,553,"LAFLIN, ADDISON H",16441,-3737,-0.128220964,29145,0
314,New York,36038042021,21,38,42,39,NY,864,99,553,"CONKLIN, ROSCOE",11966,-1150,-0.050478448,22782,0
315,New York,36038042022,22,38,42,39,NY,864,99,553,"HOLMES, SIDNEY T",14638,-4857,-0.198902494,24419,0
316,New York,36038042023,23,38,42,39,NY,864,99,553,"DAVIS, THOMAS T",14800,-4336,-0.171627612,25264,0
317,New York,36038042010,10,38,42,39,NY,864,99,100,"RADFORD, WILLIAM",13033,13033,0.560535031,23251,0
318,New York,36038042011,11,38,42,39,NY,864,99,100,"WINFIELD, CHARLES H",9975,9975,0.506062605,19711,0
319,New York,36038042012,12,38,42,39,NY,864,99,553,"KETCHAM, JOHN H",12229,-670,-0.028165462,23788,0
320,New York,36038042013,13,38,42,39,NY,864,99,100,"HUBBELL, EDWIN N",11373,11373,0.531423765,21401,0
321,New York,36038042014,14,38,42,39,NY,864,99,100,"GOODYEAR, CHARLES",17497,17497,0.574821775,30439,0
322,New York,36038042016,16,38,42,39,NY,864,99,553,"KELLOGG, ORLANDO",8988,-1313,-0.078797335,16663,0
323,New York,36038042009,9,38,42,39,NY,864,99,553,"DARLING, WILLIAM A",5822,-1425,-0.0952031,14968,0
324,Pennsylvania,42038042010,10,38,42,39,PA,864,99,100,"STROUSE, MYER",11154,525,0.024101363,21783,0
325,Pennsylvania,42038042011,11,38,42,39,PA,864,99,100,"JOHNSON, PHILIP",13007,6623,0.341550204,19391,0
326,Pennsylvania,42038042012,12,38,42,39,PA,864,99,100,"DENNISON, CHARLES",10573,515,0.024962435,20631,0
327,Pennsylvania,42038042013,13,38,42,39,PA,864,99,605,"MERCUR, ULYSSES",9727,-1004,-0.054417344,18450,0
328,Pennsylvania,42038042014,14,38,42,39,PA,864,99,605,"MILLER, GEORGE F",11619,-527,-0.023204615,22711,0
329,Pennsylvania,42038042015,15,38,42,39,PA,864,99,100,"GLOSSBRENNER, ADAM J",13382,2806,0.11712163,23958,0
330,Pennsylvania,42038042016,16,38,42,39,PA,864,99,605,"KOONTZ, WILLIAM H",11242,-68,-0.003033547,22416,0
331,Pennsylvania,42038042017,17,38,42,39,PA,864,99,605,"BARKER, ABRAHAM A",9225,-509,-0.028370771,17941,0
332,Pennsylvania,42038042018,18,38,42,39,PA,864,99,605,"WILSON, STEPHEN F",11533,-852,-0.038354191,22214,0
333,Pennsylvania,42038042019,19,38,42,39,PA,864,99,605,"SCOFIELD, GLENNI W",11631,-1717,-0.079693664,21545,0
334,Missouri,29038042001,1,38,42,39,MO,864,99,100,"HOGAN, JOHN",6026,1245,0.089157834,13964,0
335,Missouri,29038042002,2,38,42,39,MO,864,99,201,"BLOW, HENRY T",11580,-11580,-0.9023611,12833,0
336,Missouri,29038042003,3,38,42,39,MO,864,99,201,"NOELL, THOMAS E",4075,-2207,-0.334292639,6602,0
337,Missouri,29038042004,4,38,42,39,MO,864,99,1123,"KELSO, JOHN R",3841,-3148,-0.404159712,7789,0
338,Missouri,29038042005,5,38,42,39,MO,864,99,201,"MCCLURG, JOSEPH W",6976,-4317,-0.44805397,9635,0
339,Missouri,29038042006,6,38,42,39,MO,864,99,201,"VANHORN, ROBERT T",3498,-272,-0.036662623,7419,0
340,Missouri,29038042007,7,38,42,39,MO,864,99,201,"LOAN, BENJAMIN F",10445,-10445,-0.859387856,12154,0
341,Missouri,29038042008,8,38,42,39,MO,864,99,201,"BENJAMIN, JOHN F",8536,-8536,-0.741358346,11514,0
342,Missouri,29038042009,9,38,42,39,MO,864,99,201,"ANDERSON, GEORGE W",5329,-379,-0.036871291,10279,0
343,Illinois,17038042011,11,38,42,39,IL,864,11,100,"MARSHALL, SAMUEL S",16703,6007,0.219241578,27399,0
344,Illinois,17038042012,12,38,42,39,IL,864,11,605,"BAKER, JOHN",11817,-76,-0.00322608,23558,0
345,Illinois,17038042002,2,38,42,39,IL,864,11,605,"FARNSWORTH, JOHN F",18298,-13061,-0.554960697,23535,0
346,Illinois,17038042003,3,38,42,39,IL,864,11,605,"WASHBURNE, ELIHU B",15711,-8290,-0.358316044,23136,0
347,Illinois,17038042007,7,38,42,39,IL,864,11,605,"BROMWELL, HENRY P H",15373,-3346,-0.122116788,27400,0
348,Illinois,17038042008,8,38,42,39,IL,864,11,605,"CULLOM, SHELBY M",15812,-1785,-0.05982104,29839,0
349,Illinois,17038042009,9,38,42,39,IL,864,11,100,"ROSS, LEWIS W",15296,3057,0.111022335,27535,0
350,Indiana,18033040001,1,33,40,39,IN,864,99,100,"NIBLACK, WILLIAM E",14718,2102,0.076900563,27334,0
351,Michigan,26038041001,1,38,41,39,MI,864,99,553,"BEAMAN, FERNANDO C",17908,-2306,-0.068782438,33526,0
352,Tennessee,47039042001,1,39,42,39,TN,865,99,553,"TAYLOR, NATHANIEL J",5236,-776,-0.068279806,11365,0
353,Vermont,50033047001,1,33,47,39,VT,864,11,100,"WOODBRIDGE, FREDERICK E",9133,-5507,-0.431110067,12774,0
354,Vermont,50033047002,2,33,47,39,VT,864,11,100,"MORRILL, JUSTIN S",12409,-7616,-0.441788967,17239,0
355,Vermont,50033047003,3,33,47,39,VT,864,11,100,"BAXTER, PORTUS",9408,-6127,-0.482745036,12692,0
356,West Virginia,54038047003,3,38,47,39,WV,864,12,605,"WHALEY, KELLIAN V",2446,-2446,-0.667941016,3662,0
357,Ohio,39038042002,2,38,42,39,OH,864,99,605,"HAYS, RUTHERFORD B",10425,-3098,-0.174515548,17752,0
358,Ohio,39038042003,3,38,42,39,OH,864,99,605,"SCHENCK, ROBERT C",14371,-2766,-0.106482907,25976,0
359,Ohio,39038042004,4,38,42,39,OH,864,99,605,"LAWRENCE, WILLIAM",12242,-2664,-0.122089826,21820,0
360,Ohio,39038042005,5,38,42,39,OH,864,99,100,"LEBLOND, FRANK C",11048,2091,0.104523869,20005,0
361,Ohio,39038042006,6,38,42,39,OH,864,99,605,"CLARK, R W",12615,-2432,-0.106676024,22798,0
362,Pennsylvania,42038042001,1,38,42,39,PA,864,99,100,"RANDALL, SAMUEL J",9764,2022,0.115503256,17506,0
363,Pennsylvania,42038042020,20,38,42,39,PA,864,99,605,"CULVER, CHARLES V",13350,-1408,-0.055669777,25292,0
364,Pennsylvania,42038042021,21,38,42,39,PA,864,99,100,"DAWSON, JOHN L",10855,125,0.005791059,21585,0
365,Pennsylvania,42038042022,22,38,42,39,PA,864,99,605,"MOORHEAD, JAMES K",11233,-4220,-0.231283569,18246,0
366,Pennsylvania,42038042023,23,38,42,39,PA,864,99,605,"WILLIAMS, THOMAS",11682,-3560,-0.179761664,19804,0
367,Pennsylvania,42038042024,24,38,42,39,PA,864,99,605,"LAWRENCE, GEORGE V",11727,-1615,-0.073950272,21839,0
368,Pennsylvania,42038042002,2,38,42,39,PA,864,99,605,"ONEILL, CHARLES",11767,-4477,-0.234926799,19057,0
369,Pennsylvania,42038042003,3,38,42,39,PA,864,99,605,"MYERS, LEONARD",11467,-1475,-0.068735729,21459,0
370,Pennsylvania,42038042004,4,38,42,39,PA,864,99,605,"KELLEY, WILLIAM D",13088,-3744,-0.166904422,22432,0
371,Pennsylvania,42038042005,5,38,42,39,PA,864,99,605,"THAYER, M RUSSELL",11007,-278,-0.012789842,21736,0
372,Pennsylvania,42038042006,6,38,42,39,PA,864,99,100,"BOYER, BENJAMIN M",12847,3186,0.141549671,22508,0
373,Pennsylvania,42038042007,7,38,42,39,PA,864,99,605,"BROOMALL, JOHN M",10908,-3677,-0.202712388,18139,0
374,Pennsylvania,42038042008,8,38,42,39,PA,864,99,100,"ANCONA, SYDENHAM E",12076,6105,0.338283371,18047,0
375,Pennsylvania,42038042009,9,38,42,39,PA,864,99,605,"STEVENS, THADDEUS",11804,-4460,-0.232922498,19148,0
376,New York,36038042024,24,38,42,40,NY,866,99,200,"POMEROY, THEODORE M",16189,-4785,-0.173413547,27593,0
377,New York,36038042025,25,38,42,40,NY,866,99,200,"KELSEY, WILLIAM H",12637,-4303,-0.205188117,20971,0
378,New York,36038042026,26,38,42,40,NY,866,99,200,"LINCOLN, WILLIAM S",16264,-5415,-0.199719692,27113,0
379,New York,36038042027,27,38,42,40,NY,866,99,200,"WARD, HAMILTON",17750,-6315,-0.216378277,29185,0
380,New York,36038042028,28,38,42,40,NY,866,99,100,"SELYE, LEWIS",12791,2034,0.086376762,23548,0
381,New York,36038042029,29,38,42,40,NY,866,99,200,"VANHORN, BURT",12204,-3073,-0.144035622,21335,0
382,New York,36038042002,2,38,42,40,NY,866,99,100,"BARNES, DEMAS",15614,6629,0.265340431,24983,0
383,New York,36038042030,30,38,42,40,NY,866,99,100,"HUMPHREY, JAMES M",13402,1317,0.051673402,25487,0
384,New York,36038042031,31,38,42,40,NY,866,99,200,"VANAERNAM, HENRY",14405,-7106,-0.327405087,21704,0
385,New York,36038042003,3,38,42,40,NY,866,99,100,"ROBINSON, WILLIAM E",12634,1831,0.078124333,23437,0
386,Alabama,1040042001,1,40,42,40,AL,0,0,0, ,0,0,0,0,0
387,Alabama,1040042003,3,40,42,40,AL,0,0,0, ,0,0,0,0,0
388,Maryland,24038042001,1,38,42,40,MD,866,99,100,"MCCULLOUGH, H",11729,7677,0.485670905,15807,0
389,Maryland,24038042002,2,38,42,40,MD,866,99,100,"ARCHER, STEVENSON",7091,2077,0.171581991,12105,0
390,Maryland,24038042004,4,38,42,40,MD,866,99,200,"THOMAS, FRANCIS",10252,-1022,-0.05245868,19482,0
391,Maryland,24038042005,5,38,42,40,MD,866,99,100,"STONE, FREDERICK",8708,6676,0.621370067,10744,0
392,Alabama,1040042005,5,40,42,40,AL,0,0,0, ,0,0,0,0,0
393,New York,36038042015,15,38,42,40,NY,866,99,200,"GRISWOLD, JOHN A",15689,-5316,-0.203975136,26062,0
394,Alabama,1040042006,6,40,42,40,AL,0,0,0, ,0,0,0,0,0
395,Arkansas,5040040001,1,40,40,40,AR,0,0,0, ,0,0,0,0,0
396,Arkansas,5040040003,3,40,40,40,AR,0,0,0, ,0,0,0,0,0
397,California,6040042001,1,40,42,40,CA,867,9,100,"AXTELL, SAMUEL B",18793,4804,0.146543835,32782,0
398,Alabama,1040042002,2,40,42,40,AL,0,0,0, ,0,0,0,0,0
399,Alabama,1040042004,4,40,42,40,AL,0,0,0, ,0,0,0,0,0
400,Arkansas,5040040002,2,40,40,40,AR,0,0,0, ,0,0,0,0,0
401,California,6040042003,3,40,42,40,CA,867,9,100,"JOHNSON, JAMES A",14767,373,0.012791057,29161,0
402,New York,36038042004,4,38,42,40,NY,866,99,100,"FOX, JOHN",14003,10260,0.578158458,17746,0
403,New York,36038042005,5,38,42,40,NY,866,99,330,"MORRISSEY, JOHN",9162,6869,0.38250362,17958,0
404,New York,36038042006,6,38,42,40,NY,866,99,112,"STEWART, THOMAS E",9452,-6244,-0.364762239,17118,0
405,New York,36038042007,7,38,42,40,NY,866,99,100,"CHANLER, JOHN W",11503,4760,0.260879097,18246,0
406,Connecticut,9028057002,2,28,57,40,CT,867,99,100,"HOTCHKISS, JULIUS",14730,1793,0.064806448,27667,0
407,Connecticut,9028057003,3,28,57,40,CT,867,99,200,"STARKWEATHER, HENRY N",9723,-1896,-0.108034188,17550,0
408,New York,36038042008,8,38,42,40,NY,866,99,100,"BROOKS, JAMES",13816,5606,0.254240363,22050,0
409,Connecticut,9028057004,4,28,57,40,CT,867,99,100,"BARNUM, PHINEAS T",13083,980,0.038879632,25206,0
410,Delaware,10018097000,0,18,97,40,DE,866,11,100,"NICHOLSON, JOHN A",9933,1380,0.074651087,18486,0
411,Florida,12040042000,0,40,42,40,FL,0,0,0, ,0,0,0,0,0
412,Georgia,13040042001,1,40,42,40,GA,0,0,0, ,0,0,0,0,0
413,Ohio,39038042007,7,38,42,40,OH,866,99,605,"SHELLABARGER, SAMUEL",13687,-2171,-0.086140539,25203,0
414,Ohio,39038042008,8,38,42,40,OH,866,99,605,"HAMILTON, C S",11710,-1852,-0.085867953,21568,0
415,Ohio,39038042009,9,38,42,40,OH,866,99,605,"BUCKLAND, R P",15231,-1287,-0.044113111,29175,0
416,Georgia,13040042002,2,40,42,40,GA,0,0,0, ,0,0,0,0,0
417,Georgia,13040042003,3,40,42,40,GA,0,0,0, ,0,0,0,0,0
418,Georgia,13040042004,4,40,42,40,GA,0,0,0, ,0,0,0,0,0
419,Connecticut,9028057001,1,28,57,40,CT,867,99,100,"HUBBARD, RICHARD D",11994,517,0.022024367,23474,0
420,Georgia,13040042005,5,40,42,40,GA,0,0,0, ,0,0,0,0,0
421,Georgia,13040042006,6,40,42,40,GA,0,0,0, ,0,0,0,0,0
422,Georgia,13040042007,7,40,42,40,GA,0,0,0, ,0,0,0,0,0
423,Illinois,17038042000,0,38,42,40,IL,866,11,200,"JUDD, NORMAN B",15247,-9580,-0.458066367,20914,0
424,Illinois,17038042001,1,38,42,40,IL,866,11,200,"JUDD, NORMAN B",15247,-9580,-0.458066367,20914,0
425,Illinois,17038042010,10,38,42,40,IL,866,11,100,"BURR, ALBERT G",17116,2373,0.074484447,31859,0
426,Illinois,17038042013,13,38,42,40,IL,866,11,200,"RAUM, GREEN B",13459,-569,-0.021594747,26349,0
427,Illinois,17038042004,4,38,42,40,IL,866,11,200,"HARDING, ABNER C",15952,-2561,-0.087278056,29343,0
428,Illinois,17038042005,5,38,42,40,IL,866,11,200,"INGERSOLL, EBON C",18437,-8772,-0.312048664,28111,0
429,Illinois,17038042006,6,38,42,40,IL,866,11,200,"COOK, BURTON C",15015,-7294,-0.320812808,22736,0
430,Indiana,18033040010,10,33,40,40,IN,866,99,200,"WILLIAMS, WILLIAM",17414,-1272,-0.037906783,33556,0
431,Indiana,18033040011,11,33,40,40,IN,866,99,200,"SHANKS, JOHN P C",18145,-2877,-0.086104211,33413,0
432,Oregon,41035052000,0,35,52,40,OR,866,6,200,"MALLORY, RUFUS",10362,-554,-0.027466534,20170,0
433,Louisiana,22040040001,1,40,40,40,LA,0,0,0, ,0,0,0,0,0
434,Louisiana,22040040002,2,40,40,40,LA,0,0,0, ,0,0,0,0,0
435,Louisiana,22040040003,3,40,40,40,LA,0,0,0, ,0,0,0,0,0
436,Louisiana,22040040004,4,40,40,40,LA,0,0,0, ,0,0,0,0,0
437,Louisiana,22040040005,5,40,40,40,LA,0,0,0, ,0,0,0,0,0
438,Maine,23038047001,1,38,47,40,ME,866,99,200,"LYNCH, JOHN",15612,-3859,-0.14099894,27369,0
439,Maine,23038047002,2,38,47,40,ME,866,99,200,"PERHAM, SIDNEY",13883,-13883,-0.653440648,21246,0
440,Maine,23038047003,3,38,47,40,ME,866,99,200,"BLAINE, JAMES G",14909,-6571,-0.281112299,23375,0
441,Maine,23038047004,4,38,47,40,ME,866,99,200,"PETERS, JOHN A",11911,-5346,-0.289051095,18495,0
442,Maine,23038047005,5,38,47,40,ME,866,99,200,"PIKE, FREDERICK A",12422,-4649,-0.228093416,20382,0
443,Indiana,18033040002,2,33,40,40,IN,866,99,100,"KERR, MICHAEL C",13421,1743,0.069444998,25099,0
444,Indiana,18033040003,3,33,40,40,IN,866,99,200,"HUNTER, MORTON C",13848,-690,-0.025549878,27006,0
445,South Carolina,45040042001,1,40,42,40,SC,0,0,0, ,0,0,0,0,0
446,South Carolina,45040042003,3,40,42,40,SC,0,0,0, ,0,0,0,0,0
447,Indiana,18033040004,4,33,40,40,IN,866,99,100,"HOLMAN, WILLIAM S",11921,869,0.037827014,22973,0
448,Tennessee,47039042002,2,39,42,40,TN,867,99,200,"MAYNARD, HORACE",11994,-11994,-0.797844742,15033,0
449,Tennessee,47039042003,3,39,42,40,TN,867,99,200,"STOKES, WILLIAM B",8030,-8030,-0.832642057,9644,0
450,Tennessee,47039042004,4,39,42,40,TN,867,99,200,"MULLINS, JAMES",9448,-9448,-0.74575736,12669,0
451,Tennessee,47039042006,6,39,42,40,TN,867,99,200,"ARNELL, SAMUEL M",7596,-7596,-0.777800532,9766,0
452,Indiana,18033040005,5,33,40,40,IN,866,99,200,"JULIAN, GEORGE W",13416,-6228,-0.302271404,20604,0
453,Indiana,18033040006,6,33,40,40,IN,866,99,200,"COBURN, JOHN",16719,-2474,-0.079899238,30964,0
454,West Virginia,54038047001,1,38,47,40,WV,866,99,200,"HUBBARD, CHESTER D",10001,-1762,-0.096600877,18240,0
455,West Virginia,54038047002,2,38,47,40,WV,866,99,200,"KITCHEN, BETHEUEL M",8296,-3106,-0.230312917,13486,0
